frame,x,y,glove_height_peak_leg_lift,cap_height,glove_to_person_top
176,708.0,508.0,,,
177,,,,,
178,708.0,508.0,,,
179,,,,,322.0
180,708.0,508.0,,,323.0
181,,,,,
182,706.0,508.0,,,
183,,,,,
184,706.0,508.0,,,
185,,,,,
186,706.0,508.0,,,
187,,,,,
188,706.0,508.0,,,
189,,,,,
190,706.0,508.0,,,
191,,,,,
192,706.0,508.0,,,
193,,,,,
194,706.0,508.0,,,
195,,,,,
196,706.0,508.0,,,
197,,,,,
198,706.0,508.0,,,
199,,,,,
200,706.0,508.0,,,
201,,,,,
202,706.0,508.0,,,
203,,,,,
204,706.0,508.0,,,
205,,,,,
206,706.0,508.0,,,
207,,,,,
208,707.0,508.0,,,
209,,,,,
210,707.0,508.0,,,
211,,,,,
212,707.0,508.0,,,
213,,,,,
214,707.0,508.0,,,
215,,,,,
216,707.0,508.0,,,
217,,,,,
218,707.0,508.0,,,
219,,,,,
220,707.0,508.0,,,
221,,,,,
222,707.0,508.0,,,
223,,,,,
224,708.0,509.0,,,
225,,,,,
226,707.0,509.0,,,
227,,,,,
228,707.0,511.0,,,
229,,,,,
230,708.0,511.0,,,
231,,,,,
232,714.0,513.0,,,
233,,,,,
234,721.0,514.0,,,
235,,,,,
236,730.0,515.0,,,
237,,,,,
238,738.0,517.0,,,
239,,,,,
240,747.0,518.0,,,
241,,,,,
242,756.0,520.0,,,
243,,,,,
244,766.0,521.0,,,
245,,,,,
246,775.0,522.0,,,
247,,,,,
248,784.0,523.0,,,
249,,,,,
250,791.0,524.0,,,
251,,,,,
252,799.0,524.0,,,
253,,,,,
254,803.0,524.0,,,
255,,,,,
256,808.0,524.0,,,
257,,,,,
258,808.0,524.0,,,
259,,,,,
260,807.0,524.0,,,
261,,,,,
262,802.0,524.0,,,
263,,,,,
264,795.0,524.0,,,
265,,,,,
266,786.0,523.0,,,
267,,,,,
268,785.0,523.0,,,
269,,,,,
270,766.0,523.0,,,
271,,,,,
272,765.0,523.0,,,
273,,,,,
274,756.0,523.0,,,
275,,,,,
276,760.0,523.0,,,
277,,,,,
278,702.0,519.0,,,
279,,,,,
280,702.0,519.0,,,
281,,,,,
282,702.0,519.0,,,
283,,,,,
284,702.0,519.0,,,
285,,,,,
286,665.0,521.0,,,
287,,,,,
288,665.0,521.0,,,
289,,,,,
290,651.0,523.0,,,
291,,,,,
292,651.0,523.0,,,
293,,,,,
294,595.0,524.0,,,
295,,,,,
296,595.0,524.0,,,
297,,,,,
298,596.0,525.0,,,
299,,,,,
300,616.0,526.0,,,
301,,,,,
302,644.0,528.0,,,
303,,,,,
304,642.0,530.0,,,
305,,,,,
306,640.0,533.0,,,
307,,,,,
308,637.0,539.0,,,
309,,,,,
310,637.0,539.0,,,
311,,,,,
312,636.0,544.0,,,
313,,,,,
314,634.0,560.0,,,
315,,,,,
316,634.0,560.0,,,
317,,,,,
318,631.0,584.0,,,
319,,,,,
320,631.0,584.0,,,
321,,,,,
322,630.0,616.0,,,
323,,,,,
324,629.0,616.0,,,
325,,,,,
326,629.0,616.0,,,
327,,,,,
328,629.0,616.0,,,
329,,,,,
330,629.0,616.0,,,
331,,,,,
332,629.0,616.0,,,
333,,,,,
334,654.0,668.0,,,
335,,,,,
336,653.0,668.0,,,
337,,,,,
338,653.0,668.0,,,
339,,,,,
340,653.0,668.0,,,
341,,,,,
342,1047.0,405.5,,,
343,,,,,
344,1047.5,405.5,,,
345,,,,,
346,1047.5,405.5,,,
347,,,,,
348,1047.5,405.5,,,
349,,,,,
350,421.5,149.0,,,
351,,,,,
352,421.5,149.0,,,
353,,,,,
354,451.0,227.0,,,
355,,,,,
356,451.0,227.0,,,
357,,,,,
358,451.0,227.0,,,
359,,,,,
360,451.0,227.0,,,
361,,,,,
362,451.0,227.0,,,
363,,,,,
364,451.0,227.0,,,
365,,,,,
366,451.0,227.0,,,
367,,,,,
368,,,,,
369,,,,,
370,,,,,
371,,,,,
372,,,,,
373,,,,,
374,,,,,
375,,,,,
376,,,,,
377,,,,,
378,,,,,
379,,,,,
380,,,,,
381,,,,,
382,,,,,
383,,,,,
384,,,,,
385,,,,,
